"gear_links_name","gear_links_url","gear_links_card_name","gear_links_card_text","gear_links_keywords","gear_links_craft_blurb","gear_links_crafting_reqs_name","gear_links_categories_name","gear_links_special_rules","gear_links_armor_points_name","gear_links_speed","gear_links_accuracy","gear_links_strength","gear_links_required_for_name"
"Screaming Bracers","https://kingdomdeath.fandom.com/wiki/Screaming_Bracers","Screaming Bracers","On Arrival, if possible, add an Acanthus Plant terrain card to the showdown. When you activate terrain, you may add +2 to your roll result.","armor, set, fur","The Screaming Bracers may be crafted once the Stone Circle settlement location has been built.","","","2","2","","","",""
"","","","","","","1x Pelt","","","","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Arm Armor","","","","","",""
"","","","","","","","Fur Gear","","","","","",""
"","","","","","","","On Arrival","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Left Red Affinities","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Up Green Affinities","","","","","",""
"","","","","","","","Uses for Pelt","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Armor","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Screaming Armor"
"","","","","","","","","","","","","","Dancer Armor"
"Screaming Coat","https://kingdomdeath.fandom.com/wiki/Screaming_Coat","Screaming Coat","Slam: Spend to full move forward in a straight line. If you move 4+ spaces and stop adjacent to a monster, it suffers knockback 1 and -1 toughness until the end of the round.","armor, set, fur","The Screaming Coat may be crafted once the Stone Circle settlement location has been built.","","","Slam","Armor Points","","","",""
"Screaming Coat","https://kingdomdeath.fandom.com/wiki/Screaming_Coat","Screaming Coat","Slam: Spend to full move forward in a straight line. If you move 4+ spaces and stop adjacent to a monster, it suffers knockback 1 and -1 toughness until the end of the round.","armor, set, fur","The Screaming Coat may be crafted once the Stone Circle settlement location has been built.","","","Slam","2","","","",""
"Screaming Coat","https://kingdomdeath.fandom.com/wiki/Screaming_Coat","Screaming Coat","Slam: Spend to full move forward in a straight line. If you move 4+ spaces and stop adjacent to a monster, it suffers knockback 1 and -1 toughness until the end of the round.","armor, set, fur","The Screaming Coat may be crafted once the Stone Circle settlement location has been built.","","","Slam","Slam","","","",""
"","","","","","","1x Pelt","","","","","","",""
"","","","","","","1x Bone","","","","","","",""
"","","","","","","","Body Armor","","","","","",""
"","","","","","","","Fur Gear","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Left Green Affinities","","","","","",""
"","","","","","","","Gear with Down Green Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Up Blue Affinities","","","","","",""
"","","","","","","","Gear with Right Blue Affinities","","","","","",""
"","","","","","","","Uses for Pelt","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Armor","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Screaming Horns","https://kingdomdeath.fandom.com/wiki/Screaming_Horns","Screaming Horns",": Scream. Non-deaf, insane survivors gain +1 movement until the end of the round. Other non-deaf survivors gain +1 insanity.","armor, set, bone","The Screaming Horns may be crafted once the Stone Circle settlement location has been built.","","","Scream","Armor Points","","","",""
"Screaming Horns","https://kingdomdeath.fandom.com/wiki/Screaming_Horns","Screaming Horns",": Scream. Non-deaf, insane survivors gain +1 movement until the end of the round. Other non-deaf survivors gain +1 insanity.","armor, set, bone","The Screaming Horns may be crafted once the Stone Circle settlement location has been built.","","","Scream","3","","","",""
"Screaming Horns","https://kingdomdeath.fandom.com/wiki/Screaming_Horns","Screaming Horns",": Scream. Non-deaf, insane survivors gain +1 movement until the end of the round. Other non-deaf survivors gain +1 insanity.","armor, set, bone","The Screaming Horns may be crafted once the Stone Circle settlement location has been built.","","","Scream","Scream","","","",""
"","","","","","","1x Spiral Horn","","","","","","",""
"","","","","","","1x Scrap","","","","","","",""
"","","","","","","","Head Armor","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Down Blue Affinities","","","","","",""
"","","","","","","","Uses for Spiral Horn","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Screaming Armor"
"","","","","","","","","","","","","","Warlord Armor"
"Screaming Leg Warmers","https://kingdomdeath.fandom.com/wiki/Screaming_Leg_Warmers","Screaming Leg Warmers","On Arrival, your feet hurt. Gain +3 insanity.","armor, set, fur","The Screaming Leg Warmers may be crafted once the Stone Circle settlement location has been built.","","","2","Armor Points","","","",""
"Screaming Leg Warmers","https://kingdomdeath.fandom.com/wiki/Screaming_Leg_Warmers","Screaming Leg Warmers","On Arrival, your feet hurt. Gain +3 insanity.","armor, set, fur","The Screaming Leg Warmers may be crafted once the Stone Circle settlement location has been built.","","","2","2","","","",""
"","","","","","","1x Pelt","","","","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","","Leg Armor","","","","","",""
"","","","","","","","Fur Gear","","","","","",""
"","","","","","","","On Arrival","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Up Blue Affinities","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Right Red Affinities","","","","","",""
"","","","","","","","Uses for Pelt","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Stone Circle Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"","","","","","","","","","","","","","Screaming Armor"
"Screaming Skirt","https://kingdomdeath.fandom.com/wiki/Screaming_Skirt","Screaming Skirt","This protective fur protects your parts. Add +1 to severe waist injury roll results.","armor, set, fur","The Screaming Skirt may be crafted once the Stone Circle settlement location has been built.","","","3","Armor Points","","","",""
"Screaming Skirt","https://kingdomdeath.fandom.com/wiki/Screaming_Skirt","Screaming Skirt","This protective fur protects your parts. Add +1 to severe waist injury roll results.","armor, set, fur","The Screaming Skirt may be crafted once the Stone Circle settlement location has been built.","","","3","3","","","",""
"","","","","","","1x Pelt","","","","","","",""
"","","","","","","","Waist Armor","","","","","",""
"","","","","","","","When you suffer a severe injury","","","","","",""
"","","","","","","","Gear with Green Affinities","","","","","",""
"","","","","","","","Gear with Right Green Affinities","","","","","",""
"","","","","","","","Gear with Blue Affinities","","","","","",""
"","","","","","","","Gear with Down Blue Affinities","","","","","",""
"","","","","","","","Uses for Pelt","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","","","","","","","Screaming Armor"
"","","","","","","","","","","","","","Dancer Armor"
"Blood Sheath","https://kingdomdeath.fandom.com/wiki/Blood_Sheath","Blood Sheath","Blood Sheath is a gear card found in the Kingdom Death: Monster Core Game.","item, bone, other","Block 1
When Rainbow Katana is left of Blood Sheath, it loses Frail and gains Sharp {add 1d10 strength to each wound attempt).","","","Block 1","Block 1","","","",""
"","","","","","","5x Organ","","","","","","",""
"","","","","","","1x Hollow Wing Bone","","","","","","",""
"","","","","","","1x Muculent Droppings","","","","","","",""
"","","","","","","","Items","","","","","",""
"","","","","","","","Bone Gear","","","","","",""
"","","","","","","","Other Gear","","","","","",""
"","","","","","","","Gear with Block","","","","","",""
"","","","","","","","Uses for Hollow Wing Bones","","","","","",""
"","","","","","","","Uses for Muculent Droppings","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Weapon Crafter Gear","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Counterweighted Axe","https://kingdomdeath.fandom.com/wiki/Counterweighted_Axe","Counterweighted Axe","Reach 2
Affinity Bonus: On a Perfect hit, do not draw a hit location. Monster suffers 1 wound.","weapon, melee, axe, two-handed","The Counterweighted Axe may be crafted once the Weapon Crafter settlement location has been built.","","","Reach 2, Affinity Bonus","Reach 2","2","6+","4",""
"Counterweighted Axe","https://kingdomdeath.fandom.com/wiki/Counterweighted_Axe","Counterweighted Axe","Reach 2
Affinity Bonus: On a Perfect hit, do not draw a hit location. Monster suffers 1 wound.","weapon, melee, axe, two-handed","The Counterweighted Axe may be crafted once the Weapon Crafter settlement location has been built.","","","Reach 2, Affinity Bonus","Affinity Bonus","2","6+","4",""
"","","","","","","2x Bone","","","","","","",""
"","","","","","","1x Hide","","","","","","",""
"","","","","","","1x Organ","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Axes","","","","","",""
"","","","","","","","Two-Handed Weapons","","","","","",""
"","","","","","","","Gear with Reach","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Up Red Affinities","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Weapon Crafter Gear","","","","","",""
"","","","","","","","On a Perfect Hit","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
"Finger of God","https://kingdomdeath.fandom.com/wiki/Finger_of_God","Finger of God","Reach 2
Affinity Bonus: As long as you have 5+ survival, gain +1 accuracy and +1 strength.","weapon, melee, spear, two-handed","The Finger of God may be crafted once the Weapon Crafter settlement location has been built.","","","Reach 2, Affinity Bonus","Reach 2","2","5+","5",""
"Finger of God","https://kingdomdeath.fandom.com/wiki/Finger_of_God","Finger of God","Reach 2
Affinity Bonus: As long as you have 5+ survival, gain +1 accuracy and +1 strength.","weapon, melee, spear, two-handed","The Finger of God may be crafted once the Weapon Crafter settlement location has been built.","","","Reach 2, Affinity Bonus","Affinity Bonus","2","5+","5",""
"","","","","","","1x Phoenix Finger","","","","","","",""
"","","","","","","4x Bone","","","","","","",""
"","","","","","","","Melee Weapons","","","","","",""
"","","","","","","","Spears","","","","","",""
"","","","","","","","Two-Handed Weapons","","","","","",""
"","","","","","","","Gear with Reach","","","","","",""
"","","","","","","","Gear with Red Affinities","","","","","",""
"","","","","","","","Gear with Up Red Affinities","","","","","",""
"","","","","","","","Uses for Phoenix Finger","","","","","",""
"","","","","","","","Cards","","","","","",""
"","","","","","","","Gear","","","","","",""
"","","","","","","","Weapons","","","","","",""
"","","","","","","","Weapon Crafter Gear","","","","","",""
"","","","","","","","Gear with Any Affinities","","","","","",""
"","","","","","","","Gear with Up Any Affinities","","","","","",""
"","","","","","","","Gear with Left Any Affinities","","","","","",""
"","","","","","","","Gear with Down Any Affinities","","","","","",""
"","","","","","","","Gear with Right Any Affinities","","","","","",""
"","","","","","","","Core Game Gear","","","","","",""
